"egt","att.egt","se.egt","lowci","highci"
-2,-0.760576254126242,0.845682728065005,-2.66014842307397,1.13899591482148
0,-23.1537131246844,1.33124775103913,-26.1439612330196,-20.1634650163491
1,-3.41638970480738,0.799102339864289,-5.21133302642448,-1.62144638319028
2,-5.06297643476213,0.953406854737872,-7.20451848929589,-2.92143438022836
