"egt","att.egt","se.egt","lowci","highci"
-2,0.259535058380656,0.266410376771448,-0.362803854553655,0.881873971314968
0,-9.28510238477323,0.740307333250278,-11.0144721885911,-7.55573258095538
1,-2.40063354358575,0.300309746553494,-3.10216192802257,-1.69910515914892
2,-1.46626932580444,0.366199056241752,-2.32171619443215,-0.610822457176736
