"egt","att.egt","se.egt","lowci","highci"
-2,-1.37603174398883,0.56078556300718,-2.69689239042343,-0.0551710975542208
0,-0.44514777689526,0.759355622749222,-2.23371550206947,1.34341994827895
1,-0.142191092245492,0.820342044827637,-2.07440474949088,1.7900225649999
2,1.14410412845233,0.773746056120988,-0.678358472731125,2.96656672963579
