"egt","att.egt","se.egt","lowci","highci"
-2,1.47134317170907,0.781193523055306,-0.395013702918349,3.3377000463365
0,-0.907275819662336,0.77476418716173,-2.75827230676717,0.943720667442499
1,-2.2501416542282,0.642879091996583,-3.78605020632345,-0.714233102132958
2,-1.19196329427404,0.669624926233158,-2.79177057328121,0.407843984733134
