"egt","att.egt","se.egt","lowci","highci"
-2,-0.966937506711466,0.54040396925715,-2.23066125468717,0.296786241264242
0,0.575120101153459,0.798785746179412,-1.29282420425019,2.4430644065571
1,-1.29118471430763,0.56477244497436,-2.61189364969441,0.0295242210791549
2,0.11192242151126,0.690370337268911,-1.50249464375196,1.72633948677448
