"egt","att.egt","se.egt","lowci","highci"
-2,0.448132660709412,0.828419162479908,-1.45851905781126,2.35478437923009
0,-9.79920839642958,1.15359578740161,-12.4542717872174,-7.14414500564178
1,-7.55763219852449,1.7071061529917,-11.4866297733214,-3.62863462372757
2,-3.97333469880106,1.70997999245926,-7.90894657129621,-0.0377228263059037
