"egt","att.egt","se.egt","lowci","highci"
-2,0.311310129819121,0.290165649963915,-0.389003367804239,1.01162362744248
0,-8.3945479992791,0.583538206226178,-9.80291484852517,-6.98618115003303
1,-2.34401720953021,0.279496606035831,-3.0185810173798,-1.66945340168061
2,-1.76892288093573,0.334494632748953,-2.57622418012739,-0.961621581744073
