"egt","att.egt","se.egt","lowci","highci"
-2,0.716106531636506,0.40465478299084,-0.240901707315834,1.67311477058885
0,-2.07646850678037,0.568103125822528,-3.42003194613565,-0.732905067425086
1,-2.04514351756285,0.4242210056787,-3.04842585756266,-1.04186117756304
2,-1.03364232418347,0.541279819450383,-2.31376866536742,0.24648401700049
